goal_0_weight,goal_0_uom_numeric_min,goal_0_uom_numeric_max,goal_0_uom_timeline,goal_0_uom_zero,goal_0_q1_score,goal_0_q2_score,goal_1_weight,goal_1_uom_numeric_min,goal_1_uom_numeric_max,goal_1_uom_timeline,goal_1_uom_zero,goal_1_q1_score,goal_1_q2_score,goal_2_weight,goal_2_uom_numeric_min,goal_2_uom_numeric_max,goal_2_uom_timeline,goal_2_uom_zero,goal_2_q1_score,goal_2_q2_score,goal_3_weight,goal_3_uom_numeric_min,goal_3_uom_numeric_max,goal_3_uom_timeline,goal_3_uom_zero,goal_3_q1_score,goal_3_q2_score,goal_4_weight,goal_4_uom_numeric_min,goal_4_uom_numeric_max,goal_4_uom_timeline,goal_4_uom_zero,goal_4_q1_score,goal_4_q2_score,goal_5_weight,goal_5_uom_numeric_min,goal_5_uom_numeric_max,goal_5_uom_timeline,goal_5_uom_zero,goal_5_q1_score,goal_5_q2_score,goal_6_weight,goal_6_uom_numeric_min,goal_6_uom_numeric_max,goal_6_uom_timeline,goal_6_uom_zero,goal_6_q1_score,goal_6_q2_score,n_goals,q1_weighted_score,q2_weighted_score,q1_q2_trend,avg_q1q2,final_score,goal_7_weight,goal_7_uom_numeric_min,goal_7_uom_numeric_max,goal_7_uom_timeline,goal_7_uom_zero,goal_7_q1_score,goal_7_q2_score
20.1,0,0,0,1,100.0,100.0,15.7,0,1,0,0,34.996853711811625,38.54403444611464,11.9,1.0,0.0,0.0,0.0,78.67602746587261,73.65599697845404,9.6,0.0,0.0,0.0,1.0,100.0,100.0,10.3,1.0,0.0,0.0,0.0,40.42719914854159,39.25101872999732,8.8,0.0,0.0,0.0,1.0,0.0,100.0,5.6,0.0,0.0,0.0,1.0,100.0,100.0,8,72.32095481349305,80.95933197766576,8.63837716417271,76.6401433955794,80.79,18.0,0.0,0.0,1.0,0.0,100.0,100.0
14.0,0,1,0,0,71.54548036438301,72.3858573236372,25.6,0,1,0,0,12.939274524607406,12.961969009048019,23.5,0.0,0.0,0.0,1.0,100.0,100.0,13.7,0.0,1.0,0.0,0.0,39.93047461069259,44.4477349100446,7.5,0.0,0.0,1.0,0.0,100.0,100.0,15.7,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,65.499296550978,66.24162377430162,0.7423272233236133,65.8704601626398,66.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.8,0,0,1,0,94.0,80.0,18.2,0,1,0,0,43.341153296446656,47.680475241446885,20.6,0.0,1.0,0.0,0.0,52.748334834219754,55.98043812822866,15.2,0.0,0.0,0.0,1.0,100.0,100.0,24.2,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,54.44624687580256,77.04981674835844,22.60356987255588,65.7480318120805,78.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.8,1,0,0,0,65.13040216397116,72.92826865755488,20.4,1,0,0,0,30.875350416363688,27.903018902279886,22.3,0.0,0.0,0.0,1.0,0.0,100.0,22.3,1.0,0.0,0.0,0.0,22.823624088873686,24.322792246501272,17.2,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,40.18145124194389,63.597430348079655,23.415979106135765,51.88944079501177,65.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.7,0,0,1,0,100.0,100.0,17.8,0,1,0,0,74.47069573009502,67.1748318018381,23.2,1.0,0.0,0.0,0.0,13.622675519323796,12.522134756533971,12.6,0.0,0.0,0.0,1.0,100.0,100.0,20.7,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,54.71624456044004,73.86225532424307,19.146010763803027,64.28924994234156,72.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.3,0,0,1,0,100.0,100.0,14.3,0,1,0,0,29.432079125976824,35.26067332116029,19.8,0.0,0.0,1.0,0.0,100.0,100.0,13.6,1.0,0.0,0.0,0.0,26.938277965774937,29.021863175676582,19.9,0.0,0.0,1.0,0.0,100.0,96.0,8.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,71.87239311836007,72.19324967681794,0.3208565584578764,72.032821397589,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.9,0,1,0,0,78.3176656158105,87.15006646236307,8.4,0,0,0,1,0.0,0.0,23.3,1.0,0.0,0.0,0.0,12.221649712279724,14.133192396265827,8.3,0.0,1.0,0.0,0.0,28.988670177781202,32.08081531612487,8.2,0.0,0.0,1.0,0.0,100.0,100.0,27.9,0.0,1.0,0.0,0.0,75.58681303913278,79.11647355916844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,53.26034692781377,57.058103507081064,3.7977565792672934,55.159225217447414,58.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.6,0,0,0,1,0.0,100.0,14.5,1,0,0,0,37.49332883785118,41.84135889357671,9.2,1.0,0.0,0.0,0.0,11.683641439120551,13.88642446087663,19.3,0.0,0.0,1.0,0.0,100.0,100.0,19.3,1.0,0.0,0.0,0.0,23.491069697313925,22.571801966839505,10.6,1.0,0.0,0.0,0.0,69.79180886824317,70.71145015728914,13.5,0.0,0.0,1.0,0.0,90.0,88.0,7,49.89313588550287,63.97631958624195,14.083183700739077,56.934727735872414,62.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.2,1,0,0,0,61.46477242846814,69.3495321629764,19.4,0,0,1,0,100.0,100.0,19.1,1.0,0.0,0.0,0.0,23.624424865572546,27.62857621908178,19.6,0.0,1.0,0.0,0.0,20.575081085841962,23.188522610422762,16.8,0.0,0.0,1.0,0.0,100.0,100.0,14.9,0.0,1.0,0.0,0.0,73.09377051272466,75.93314790777352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,61.90535963624911,64.40969980836933,2.504340172120216,63.15752972230922,66.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.7,0,0,1,0,78.0,86.0,20.8,0,1,0,0,11.132107774271105,11.647822484095387,20.4,1.0,0.0,0.0,0.0,56.09419410315374,63.68008412556014,16.2,1.0,0.0,0.0,0.0,52.05114314196463,53.45089752570223,11.5,0.0,1.0,0.0,0.0,38.56425176788483,42.22770615302747,11.8,0.0,0.0,1.0,0.0,70.0,50.0,7.6,0.0,0.0,0.0,1.0,100.0,100.0,7,51.611868156396774,52.490715845068024,0.8788476886712502,52.0512920007324,55.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6,1,0,0,0,10.657449290830215,10.144270627437802,33.7,0,1,0,0,17.68869882440181,18.291222151285027,27.1,0.0,0.0,1.0,0.0,100.0,100.0,18.0,1.0,0.0,0.0,0.0,69.65800998855468,63.73735803764507,11.6,0.0,1.0,0.0,0.0,12.269993908869338,14.455293227944143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,48.0459677271118,47.38753030643471,-0.6584374206770889,47.71674901677326,47.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.9,0,1,0,0,45.2992479567489,43.296223566626246,32.6,1,0,0,0,28.445388575947096,31.98234905081477,38.5,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,60.86467933525918,61.4388544013206,0.5741750660614144,61.15176686828989,61.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.9,1,0,0,0,70.54415489582428,65.52252025503904,18.4,0,1,0,0,13.533735329664726,13.689157342981705,13.0,0.0,1.0,0.0,0.0,13.212019772167064,11.983825596747716,9.3,0.0,0.0,1.0,0.0,100.0,100.0,9.6,1.0,0.0,0.0,0.0,42.8799949620159,45.351727442542526,10.9,1.0,0.0,0.0,0.0,47.99256175907162,52.884320764632974,9.4,0.0,1.0,0.0,0.0,48.08292876722537,45.21103597883168,8,53.269988355854636,53.04187636887474,-0.2281119869798971,53.15593236236469,53.19,17.5,0.0,0.0,1.0,0.0,100.0,100.0
16.7,0,1,0,0,47.27413316327797,45.0775158917517,20.4,0,0,1,0,100.0,100.0,16.5,0.0,0.0,0.0,1.0,100.0,100.0,19.5,0.0,0.0,1.0,0.0,100.0,100.0,20.5,0.0,0.0,1.0,0.0,98.0,100.0,6.4,0.0,1.0,0.0,0.0,58.390030592377315,68.86665177903521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,88.12174219617957,88.8354108677808,0.7136686716012264,88.47857653198018,88.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.8,1,0,0,0,29.741049455837636,34.41605645990825,27.2,0,0,0,1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48.851484003849805,52.25488910281321,3.403405098963404,50.55318655333151,53.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4,1,0,0,0,75.48753581347172,86.80317434113917,13.0,0,0,0,1,0.0,100.0,6.8,0.0,0.0,0.0,1.0,100.0,100.0,16.3,0.0,1.0,0.0,0.0,66.12167439840051,70.98590193165379,11.5,1.0,0.0,0.0,0.0,60.1858624910201,69.16536921799877,16.2,1.0,0.0,0.0,0.0,70.52398324842581,75.07429753472194,11.9,0.0,1.0,0.0,0.0,62.48116607141625,66.91514610904686,8,58.4487193867445,76.43858532754344,17.989865940798936,67.44365235714397,78.13,11.9,1.0,0.0,0.0,0.0,48.14213263633527,52.31372812362369
9.5,1,0,0,0,59.907502700232605,69.03694030597339,11.3,0,0,1,0,100.0,100.0,8.1,1.0,0.0,0.0,0.0,73.30861477259488,77.03523018102189,17.8,0.0,1.0,0.0,0.0,35.406335114745175,40.76859772791602,15.5,0.0,0.0,0.0,1.0,100.0,100.0,13.8,0.0,0.0,1.0,0.0,88.0,82.0,8.3,0.0,0.0,0.0,1.0,100.0,100.0,8,76.64169378759549,78.25994088574846,1.6182470981529775,77.45081733667197,76.79,15.7,0.0,1.0,0.0,0.0,73.03283811508635,75.08769118757436
8.2,0,0,1,0,80.0,62.0,8.9,0,0,0,1,100.0,100.0,19.3,1.0,0.0,0.0,0.0,41.96766327511903,47.06346474229692,13.4,0.0,1.0,0.0,0.0,31.343409863987006,36.11917231474049,19.2,0.0,0.0,0.0,1.0,100.0,100.0,9.6,0.0,0.0,0.0,1.0,100.0,100.0,6.7,1.0,0.0,0.0,0.0,42.55556115111586,46.65344927413148,8,65.60605341178407,65.99629904179903,0.3902456300149595,65.80117622679155,67.61,14.7,0.0,1.0,0.0,0.0,42.14323048154483,41.92721193873256
34.6,1,0,0,0,48.341771866382146,48.45720335743414,65.4,1,0,0,0,27.376198912359094,30.309338857934975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34.63028715445107,36.58849997476169,1.9582128203106208,35.60939356460638,38.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.1,0,0,0,1,0.0,0.0,17.4,0,1,0,0,75.69929765166948,84.91390335208264,8.2,0.0,0.0,1.0,0.0,100.0,100.0,17.3,1.0,0.0,0.0,0.0,71.07937566086046,85.01623223697625,16.7,0.0,0.0,0.0,1.0,100.0,100.0,20.3,1.0,0.0,0.0,0.0,39.54641388561435,43.08843497789063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,58.39633179949906,63.12977966077107,4.733447861272012,60.763055730135065,83.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.5,0,0,0,1,100.0,100.0,33.5,0,0,1,0,100.0,100.0,32.0,0.0,1.0,0.0,0.0,79.25984898030714,82.36420600607597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,93.36315167369828,94.35654592194432,0.9933942482460338,93.8598487978213,94.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,0,0,1,0,100.0,100.0,16.4,0,0,0,1,100.0,100.0,5.7,0.0,0.0,1.0,0.0,100.0,100.0,6.9,0.0,1.0,0.0,0.0,76.39396526941391,88.5315164509737,20.1,1.0,0.0,0.0,0.0,57.89716049236324,56.469442966524895,9.0,0.0,1.0,0.0,0.0,19.56151124062498,18.897469967341557,13.1,1.0,0.0,0.0,0.0,75.79649115258809,83.88212537971795,8,69.31623424273398,71.32643929354619,2.0102050508122034,70.32133676814009,71.77,12.7,0.0,1.0,0.0,0.0,19.825551397906427,23.44941653821819
14.2,0,0,1,0,84.0,90.0,30.3,0,0,0,1,100.0,100.0,19.6,0.0,1.0,0.0,0.0,71.40952169587067,85.48009080718423,12.3,0.0,0.0,1.0,0.0,96.0,100.0,23.6,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,91.63226625239065,95.7340977982081,4.101831545817447,93.68318202529937,95.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.5,0,0,1,0,100.0,100.0,43.1,0,0,0,1,100.0,100.0,16.4,0.0,1.0,0.0,0.0,30.79737548741673,31.62286038371443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,88.65076957993634,88.78614910292916,0.13537952299282097,88.71845934143275,88.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.3,0,1,0,0,23.34838000317296,22.21488678878281,42.7,0,0,0,1,100.0,100.0,28.8,0.0,0.0,1.0,0.0,100.0,100.0,14.2,1.0,0.0,0.0,0.0,36.99238887912853,36.31123731967475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,80.09173756128999,79.83292451018977,-0.2588130511002191,79.96233103573988,80.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0,0,1,0,100.0,100.0,7.0,0,0,1,0,100.0,100.0,18.2,0.0,1.0,0.0,0.0,73.37435377843595,66.89130467941298,18.2,1.0,0.0,0.0,0.0,46.176217479278655,49.53101408279258,16.4,0.0,0.0,1.0,0.0,76.0,76.0,8.3,0.0,0.0,0.0,1.0,100.0,100.0,18.4,1.0,0.0,0.0,0.0,77.45532345217501,83.21971871889717,8,74.61167976990099,74.80082901601922,0.1891492461182338,74.7062543929601,73.7,5.7,1.0,0.0,0.0,0.0,53.29291729467934,47.99190801790762
9.1,1,0,0,0,76.14165823248854,71.98945655382992,19.5,0,1,0,0,77.51500463382578,84.35885132022057,12.2,0.0,0.0,0.0,1.0,0.0,100.0,22.9,1.0,0.0,0.0,0.0,38.23198179496627,43.75752902972568,11.7,1.0,0.0,0.0,0.0,55.29617082090624,55.2671965444467,8.5,0.0,1.0,0.0,0.0,17.937006747524638,20.76728284979975,6.1,0.0,0.0,1.0,0.0,98.0,100.0,8,44.77173819338539,69.55297173958195,24.78123354619656,57.16235496648367,70.0,10.0,0.0,0.0,0.0,1.0,0.0,100.0
15.4,0,1,0,0,36.28216938758706,36.93152138731972,39.2,0,1,0,0,23.139030615609443,24.853221869707266,14.5,0.0,0.0,1.0,0.0,100.0,100.0,14.0,0.0,0.0,1.0,0.0,86.0,84.0,16.9,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,58.0979540870073,58.589917266572485,0.49196317956518243,58.3439356767899,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.6,0,1,0,0,51.76217702298212,46.78930670009432,17.7,1,0,0,0,47.86573489145453,52.12311207180393,10.8,0.0,0.0,0.0,1.0,0.0,100.0,18.4,1.0,0.0,0.0,0.0,50.89872942093597,55.53037363933232,10.4,1.0,0.0,0.0,0.0,27.476058704602448,25.2571772719822,10.8,0.0,0.0,1.0,0.0,80.0,82.0,6.6,0.0,0.0,1.0,0.0,100.0,100.0,8,51.190876320793,61.98693706885014,10.796060748057137,56.588906694821574,60.34,6.7,0.0,0.0,1.0,0.0,84.0,74.0
7.7,0,0,1,0,100.0,100.0,14.7,0,1,0,0,32.88606457496575,38.3439584296434,19.8,0.0,0.0,1.0,0.0,90.0,84.0,6.5,0.0,0.0,1.0,0.0,100.0,100.0,11.5,0.0,0.0,1.0,0.0,82.0,68.0,6.8,0.0,0.0,1.0,0.0,100.0,100.0,15.5,0.0,0.0,1.0,0.0,74.0,56.0,8,73.28788181366043,68.52584361024319,-4.762038203417248,70.90686271195182,66.41,17.5,1.0,0.0,0.0,0.0,49.90645897794555,50.04160983477486
17.2,0,0,1,0,100.0,100.0,10.3,0,0,1,0,74.0,64.0,14.9,0.0,0.0,0.0,1.0,0.0,100.0,7.5,1.0,0.0,0.0,0.0,37.049329146995426,43.22294154146643,24.9,1.0,0.0,0.0,0.0,12.294133674243962,13.792800553951528,13.2,0.0,1.0,0.0,0.0,45.19361550628129,52.73363765191957,12.0,1.0,0.0,0.0,0.0,15.275598251363428,15.480293926436065,7,38.46056800790414,54.186603394769634,15.72603538686549,46.32358570133689,53.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.1,1,0,0,0,42.55858846992734,45.676381411535836,35.9,1,0,0,0,54.10347164073905,64.87637386328639,28.0,1.0,0.0,0.0,0.0,78.5460388737176,78.78146654009753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,56.77968764131002,61.83860253771156,5.058914896401539,59.30914508951079,63.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7,0,0,0,1,0.0,100.0,41.3,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,41.3,100.0,58.7,70.65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.9,0,1,0,0,12.988987413645608,15.52894004721912,18.7,1,0,0,0,79.49031941497189,84.70533266658987,12.7,0.0,0.0,1.0,0.0,100.0,94.0,24.8,0.0,0.0,0.0,1.0,0.0,100.0,17.9,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,30.928837470733956,74.49989268088206,43.5710552101481,52.714365075808004,73.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.1,0,0,1,0,100.0,100.0,27.7,0,0,0,1,100.0,100.0,41.2,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0,1,0,0,51.305397213414786,59.86155803179653,21.7,0,1,0,0,48.86651264331533,56.6424783528084,18.2,0.0,0.0,0.0,1.0,0.0,100.0,33.1,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,24.45649049122142,79.7540384711445,55.29754797992308,52.10526448118296,79.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.4,0,0,1,0,100.0,100.0,8.4,0,1,0,0,51.80411168916442,54.67284857480125,12.8,1.0,0.0,0.0,0.0,75.9136126350265,69.0517547072172,20.9,0.0,0.0,0.0,1.0,0.0,100.0,18.3,0.0,0.0,0.0,1.0,100.0,100.0,24.2,0.0,1.0,0.0,0.0,30.640185435246647,33.950615864406345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,55.18341267450289,76.24719292199343,21.06378024749054,65.71530279824816,74.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.2,1,0,0,0,25.010288296981543,26.27749596337532,18.4,0,0,0,1,0.0,100.0,10.2,0.0,0.0,0.0,1.0,100.0,100.0,28.9,1.0,0.0,0.0,0.0,30.308846866047308,29.257696630770468,22.3,1.0,0.0,0.0,0.0,45.097229866622584,49.86997122997417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,34.06801724053478,53.484532095178714,19.416514854643935,43.77627466785675,53.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.4,0,1,0,0,65.71124854839667,77.21977145569348,11.6,0,0,0,1,100.0,100.0,23.9,0.0,0.0,1.0,0.0,100.0,100.0,19.9,1.0,0.0,0.0,0.0,24.642848731546376,28.697967174045246,23.2,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,77.6661340869346,80.9359265591534,3.2697924722187963,79.301030323044,82.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.1,0,0,1,0,100.0,100.0,16.1,0,0,0,1,100.0,100.0,25.6,1.0,0.0,0.0,0.0,72.43579632053545,77.71216649072198,26.2,0.0,1.0,0.0,0.0,11.588259778730658,11.672410014620654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,69.7796879200845,71.15248604545545,1.3727981253709487,70.46608698276998,70.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.4,0,0,0,1,0.0,100.0,19.8,1,0,0,0,67.21254953955875,75.39830345267701,33.8,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,47.10808480883263,95.12886408363005,48.02077927479742,71.11847444623135,95.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.2,0,1,0,0,50.45698389207678,45.42357253924348,24.1,0,1,0,0,63.11281526251836,71.84717502461119,48.7,1.0,0.0,0.0,0.0,78.8480984661723,91.27359122645898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,67.33351204993772,74.12061983889106,6.787107788953335,70.72706594441439,78.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.9,0,0,1,0,90.0,96.0,18.9,0,1,0,0,59.055142919753564,64.10656956693748,24.8,0.0,1.0,0.0,0.0,78.19400381403298,70.58300388253679,21.3,1.0,0.0,0.0,0.0,69.47007732503025,70.21617794208896,15.1,1.0,0.0,0.0,0.0,52.31915353371045,55.098018765925104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,71.16085361153532,72.00057334633995,0.8397197348046319,71.58071347893764,70.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.1,0,1,0,0,14.604274476412535,14.248773720275615,48.9,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,56.362784257446805,56.181123371060835,-0.1816608863859699,56.27195381425382,55.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0,0,0,1,100.0,100.0,41.6,0,0,1,0,98.0,100.0,32.4,0.0,1.0,0.0,0.0,63.56572381304776,64.01644873307501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,87.36329451542747,88.34132938951629,0.9780348740888201,87.85231195247188,85.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0,1,0,0,30.500256377846966,33.737359194636845,6.0,1,0,0,0,14.495340058094952,13.651285587678421,11.1,0.0,0.0,1.0,0.0,82.0,92.0,18.1,0.0,1.0,0.0,0.0,52.17469638348251,54.19882492014088,14.4,0.0,0.0,1.0,0.0,100.0,100.0,14.9,0.0,1.0,0.0,0.0,71.54390446693918,69.47317404226425,18.5,0.0,0.0,1.0,0.0,100.0,98.0,7,68.16042579870395,69.45791844119185,1.2974926424878959,68.8091721199479,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0,0,0,1,0.0,100.0,20.7,0,0,0,1,100.0,100.0,15.9,0.0,0.0,0.0,1.0,0.0,100.0,25.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20.7,74.60000000000001,53.900000000000006,47.650000000000006,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.4,0,0,1,0,100.0,100.0,20.2,0,0,0,1,100.0,100.0,17.5,0.0,1.0,0.0,0.0,73.01646250843478,81.86138149655771,10.8,1.0,0.0,0.0,0.0,49.816400268840304,52.52319251063826,29.1,1.0,0.0,0.0,0.0,61.176538198698935,55.87704708623599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,78.56042478383222,78.85846725514119,0.29804247130897465,78.7094460194867,78.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.3,0,0,1,0,100.0,100.0,12.6,0,0,0,1,0.0,100.0,30.6,0.0,0.0,0.0,1.0,0.0,100.0,22.5,1.0,0.0,0.0,0.0,66.69302408096544,65.136356968289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,49.30593041821722,92.15568031786502,42.8497498996478,70.73080536804112,92.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
